0,0.029108796,1,BATTERY,2.58
0,0.063773148,1,BATTERY,2.58
0,0.0984375,1,BATTERY,2.58
0,0.133113426,1,BATTERY,2.58
0,0.167789352,1,BATTERY,2.58
0,0.202465278,1,BATTERY,2.58
0,0.23712963,1,BATTERY,2.58
0,0.271805556,1,BATTERY,2.59
0,0.306481481,1,BATTERY,2.59
0,0.341168981,1,BATTERY,2.59
0,0.375833333,1,BATTERY,2.59
0,0.410497685,1,BATTERY,2.59
0,0.445162037,1,BATTERY,2.59
0,0.479837963,1,BATTERY,2.59
0,0.514502315,1,BATTERY,2.59
0,0.583854167,1,BATTERY,2.59
0,0.895891204,1,BATTERY,2.59
0,0.930555556,1,BATTERY,2.59
0,0.999895833,1,BATTERY,2.59
0,0.549178241,1,BATTERY,2.6
0,0.618518519,1,BATTERY,2.6
0,0.653194444,1,BATTERY,2.6
0,0.687858796,1,BATTERY,2.6
0,0.757222222,1,BATTERY,2.6
0,0.791875,1,BATTERY,2.6
0,0.826550926,1,BATTERY,2.6
0,0.861226852,1,BATTERY,2.6
0,0.658460648,3,BATTERY,2.79
0,0.693148148,3,BATTERY,2.79
0,0.727824074,3,BATTERY,2.79
0,0.762511574,3,BATTERY,2.79
0,0.797199074,3,BATTERY,2.79
0,0.831886574,3,BATTERY,2.79
0,0.8665625,3,BATTERY,2.79
0,0.90125,3,BATTERY,2.79
0,0.935925926,3,BATTERY,2.79
0,0.970613426,3,BATTERY,2.79
0,0.450358796,3,BATTERY,2.8
0,0.485034722,3,BATTERY,2.8
0,0.519710648,3,BATTERY,2.8
0,0.554409722,3,BATTERY,2.8
0,0.589097222,3,BATTERY,2.8
0,0.623773148,3,BATTERY,2.8
0,0.24224537,3,BATTERY,2.81
0,0.276921296,3,BATTERY,2.81
0,0.31162037,3,BATTERY,2.81
0,0.34630787,3,BATTERY,2.81
0,0.380983796,3,BATTERY,2.81
0,0.415671296,3,BATTERY,2.81
0,0.034131944,3,BATTERY,2.82
0,0.068819444,3,BATTERY,2.82
0,0.103506944,3,BATTERY,2.82
0,0.138194444,3,BATTERY,2.82
0,0.17287037,3,BATTERY,2.82
0,0.20755787,3,BATTERY,2.82
0,0.423645833,2,BATTERY,2.83
0,0.458321759,2,BATTERY,2.83
0,0.527650463,2,BATTERY,2.83
0,0.007592593,2,BATTERY,2.84
0,0.042256944,2,BATTERY,2.84
0,0.07693287,2,BATTERY,2.84
0,0.111597222,2,BATTERY,2.84
0,0.146273148,2,BATTERY,2.84
0,0.180949074,2,BATTERY,2.84
0,0.215613426,2,BATTERY,2.84
0,0.250289352,2,BATTERY,2.84
